,2012
barbershop,1
floor,16
sweeping,1
cut,45
at,281
an,302
angle,3
;,3683
as,356
a,2721
mirror,2
car,58
navigation,2
aid,49
for,1180
short,245
balm,3
ingredient,38
"""",6781
grease,5
co,57
-,2586
star,125
Newton,4
John,63
CD-,5
_,6663
crisp,1
spicy,5
cookie,21
orangutan,1
e.g.,460
scottish,11
form,33
of,3021
first,151
son,17
Seth,2
Kilmer,4
Hollywood,22
prepare,18
oneself,10
in,2090
the,2424
open,32
bit,95
fireplace,2
residue,5
triangular,2
piece,74
browned,1
bread,11
student,13
transcript,2
fig,25
.,853
Hannibal,3
Lecter,1
's,1968
choice,39
wine,27
marching,3
insect,7
even,8
slight,4
sound,90
booster,6
golf,22
reservation,4
tow,3
org,159
orange,13
snack,18
Band,6
booking,2
Friars,1
Club,6
event,53
u.f.o.,2
shape,51
traditionally,8
prominent,3
part,303
basset,2
hound,4
Falco,5
Sopranos,3
web,24
address,20
ambulance,2
destination,16
brief,37
17-,22
30-,2
and,758
45,21
Across,145
literally,10
figuratively,3
letter,135
before,103
omega,2
start,112
play,113
make,176
show,88
offy,1
basket,6
on,774
other,107
hand,67
...,227
Nobel,7
laureate,1
Mandela,2
remain,3
witch,5
Muhammad,6
charge,31
particle,12
tv,109
Philbin,1
East,20
Indies,2
island,39
famous,16
its,76
19,10
Acrosses,4
pro,29
golfer,17
Ernie,4
ivy,5
growth,8
welsh,1
surgery,7
that,364
take,169
weight,12
off,136
informally,120
Vidal,1
(,636
shampoo,3
brand,95
),635
carve,7
idol,7
genre,29
Andy,4
Warhol,4
process,5
ore,3
toward,9
rise,13
sun,8
lady,20
pop,31
diva,3
provider,13
N.F.L.,12
coverage,2
I,293
ca,15
n't,129
anymore,2
!,557
strategic,1
maneuver,7
La,20
Dolce,1
SeaWorld,4
whale,6
bathroom,8
worker,44
Amigo,3
observe,9
have,241
meal,11
low,38
poker,13
holding,7
droop,1
Gloria,2
Miami,5
Sound,3
Machine,4
goosebump,1
produce,18
like,535
some,544
voice,26
after,140
shout,15
fashion,14
icon,1
Ralph,2
ride,15
wave,16
board,23
dirt,7
clump,2
they,207
be,1242
roll,25
crap,2
worldwide,2
swell,6
head,67
record,42
producer,29
Brian,10
not,269
home,137
genetic,5
stuff,28
where,112
cloud,12
working,4
hour,25
trickle,1
rental,8
add,26
series,26
round,30
unlikely,5
to,1174
surprise,10
Megan,1
Will,6
&,43
grace,4
high,75
sign,88
spanish,54
spy,15
?,1702
Wee,14
suffix,101
with,1014
human,14
Peyton,2
Manning,3
former,63
teammate,3
Chuck,5
NBC,6
News,8
grub,1
around,48
zero,15
calorie,3
cooler,7
parch,2
scale,8
Hosen,1
material,43
two,97
bottled,2
liquid,8
keep,34
cabinet,8
language,38
mostly,1
monosyllabic,2
lifeguard,1
skill,7
direct,15
red,40
spot,72
early,53
education,4
champion,14
model,32
maker,67
county,24
fair,15
know-,1
drain,5
cleaner,9
chemically,2
seventh,3
century,31
year,63
Singer,22
Falana,1
Ellipsoidal,2
Handel,5
e,26
Leandro,2
full,21
speed,18
blather,2
movie,39
often,125
shootout,1
wacky,3
exercise,9
regimen,3
20,14
cigarette,5
per,26
unit,66
10,32
carton,1
world,48
capital,73
Zog,1
Boulevard,2
volatile,1
Lions,2
',289
din,1
well,67
looky,3
there,64
sweet,14
talk,50
maybe,176
one,737
cake,19
eat,27
hoppy,1
pub,5
quaff,6
cover,41
Forbes,2
competitor,41
green,37
room,31
breakfast,14
item,93
onetime,19
flier,17
God,20
hold,49
thunderbolt,1
expert,18
finish,24
from,267
z,5
tiny,21
chastisement,1
musical,50
composition,7
about,79
lumberjack,4
seat,24
territory,5
division,14
biology,2
paperback,3
publisher,3
since,27
1941,3
siege,4
weapon,25
swear,7
Wally,1
fame,12
stunner,2
employee,19
might,117
jumper,5
cable,8
shortstop,1
Garciaparra,1
try,30
you,229
buy,15
opportunity,1
knickknack,1
store,33
Norman,2
fabricate,2
applause,1
o,24
meter,9
Brontë,4
heroine,13
Sonny,3
El,13
analyze,1
way,191
straighten,2
out,265
baton,1
wielder,4
stock,22
modern,27
communication,4
purse,2
Silas,4
Marner,4
author,57
Mendeleev,1
who,323
create,15
periodic,4
table,19
regret,6
timeworn,2
heavy,11
duty,3
protection,9
go,256
smoothly,2
laboriously,1
S,5
os,1
eponymous,2
italian,50
city,140
Ben,5
Hur,2
company,50
when,79
race,27
handy,5
jazz,22
pianist,6
McCoy,1
prettify,1
Pope,4
Agatho,1
successor,12
whiz,9
fix,17
coloring,1
say,384
Cymric,1
Petal,1
pusher,2
drag,7
A.T.M.,5
alternative,79
chip,14
poor,9
little,52
lamb,2
over,105
Figaro,1
Barber,4
Seville,2
Gangsta,2
Paradise,4
buyer,3
empathetic,1
response,43
time,156
